Title,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
El Olivo,Icíar Bollaín,Paul Laverty,3655972,3,0.0,2016,2010,N/A,3749,6.8,"Comedy, Drama"
Already Tomorrow in Hong Kong,Emily Ting,Emily Ting,3700804,2,0.0,2017,2010,Not Rated,6087,6.4,"Comedy, Romance"
Underworld: Blood Wars,Anna Foerster,"Cory Goodman, Kyle Ward, Kevin Grevioux",3717252,2,0.0,2017,2010,R,79425,5.7,"Action, Adventure, Fantasy"
Godzilla: King of the Monsters,Michael Dougherty,"Michael Dougherty, Zach Shields, Max Borenstein",3741700,3,0.0,2019,2010,PG-13,195470,6,"Action, Adventure, Fantasy"
My Big Fat Greek Wedding 2,Kirk Jones,Nia Vardalos,3760922,3,0.0,2018,2010,PG-13,34354,6,"Comedy, Romance"
Solo: A Star Wars Story,Ron Howard,"Jonathan Kasdan, Lawrence Kasdan, George Lucas",3778644,2,0.0,2018,2010,PG-13,368749,6.9,"Action, Adventure, Sci-Fi"
Near Death Experience,"Benoît Delépine, Gustave Kervern","Benoît Delépine, Gustave Kervern",3800012,0,0.0,2015,2010,N/A,361,5.9,"Comedy, Drama"
Baby Driver,Edgar Wright,Edgar Wright,3890160,1,0.0,2017,2010,R,583591,7.6,"Action, Crime, Drama"
Mary Shelley,Haifaa Al-Mansour,"Emma Jensen, Haifaa Al-Mansour",3906082,3,0.0,2019,2010,PG-13,17178,6.4,"Biography, Drama, History"
Full Out,Sean Cisterna,"Willem Wennekers, Jay Deverett, Beth Iley",3977462,3,0.0,2017,2010,TV-PG,2939,6.3,"Biography, Drama, Family"
Green Room,Jeremy Saulnier,Jeremy Saulnier,4062536,3,0.0,2016,2010,R,134484,7,"Crime, Drama, Horror"
Other People,Chris Kelly,Chris Kelly,4158876,3,0.0,2017,2010,Unrated,12276,6.8,"Comedy, Drama"
Mr. Church,Bruce Beresford,Susan McMartin,4196848,3,0.0,2016,2010,PG-13,30506,7.6,"Comedy, Drama"
Victoria,Sebastian Schipper,"Sebastian Schipper, Olivia Neergaard-Holm, Eike Frederik Schulz",4226388,0,0.0,2015,2010,Not Rated,61806,7.6,"Crime, Drama, Romance"
Shisha no teikoku (Empire of Corpses),Ryôtarô Makihara,"Project Itoh, Tô Enjo, Kôji Yamamoto",4235644,1,0.0,2018,2010,TV-MA,1349,6,"Animation, Horror, Sci-Fi"
Shin Godzilla,"Hideaki Anno, Shinji Higuchi","Hideaki Anno, Sean Whitley",4262980,1,0.0,2016,2010,Not Rated,30979,6.8,"Action, Drama, Horror"
Dora oder Die sexuellen Neurosen unserer Eltern,Stina Werenfels,"Lukas Bärfuss, Boris Treyer, Stina Werenfels",4265878,3,0.0,2015,2010,N/A,554,6.3,"Drama, Romance"
"Circle, The",James Ponsoldt,"James Ponsoldt, Dave Eggers",4287320,3,0.0,2017,2010,PG-13,97904,5.3,"Drama, Mystery, Sci-Fi"
Evolution,Lucile Hadzihalilovic,"Lucile Hadzihalilovic, Alante Kavaite, Geoff Cox",4291590,0,0.0,2016,2010,Not Rated,7432,5.9,"Drama, Horror, Mystery"
Kubo and the Two Strings,Travis Knight,"Marc Haimes, Chris Butler, Shannon Tindle",4302938,1,0.0,2016,2010,PG,135928,7.7,"Animation, Action, Adventure"
Adventures in Babysitting,John Schultz,"Tiffany Paulsen, David Simkins",4456850,3,0.0,2016,2010,TV-G,4429,5.9,"Adventure, Comedy, Family"
"Hollow, The",Sheldon Wilson,"Rick Suvalle, Sheldon Wilson",4472596,3,0.0,2015,2010,Not Rated,2029,3.6,Horror
fifty shade freed,James Foley,"Niall Leonard, E.L. James",4477536,1,0.0,2019,2010,R,71126,4.5,"Drama, Romance, Thriller"
You&#39;re My Boss,Antoinette Jadaone,"Antoinette Jadaone, Yoshke Dimen, Toni Gonzaga",4489160,0,0.0,2017,2010,TV-PG,318,6.3,"Comedy, Romance"
Frozen 2,"Chris Buck, Jennifer Lee","Jennifer Lee, Hans Christian Andersen, Chris Buck",4520988,3,0.0,2019,2010,PG,186366,6.8,"Animation, Adventure, Comedy"
"Death of Stalin, The",Armando Iannucci,"Fabien Nury, Thierry Robin, Armando Iannucci",4686844,1,0.0,2017,2010,R,109950,7.2,"Comedy, Drama, History"
Fatherhood,Paul Weitz,"Dana Stevens, Paul Weitz, Matt Logelin",4733624,3,0.0,2021,2020,PG-13,41344,6.6,"Comedy, Drama"
Bad Hair,Justin Simien,Justin Simien,4798836,3,0.0,2020,2020,Unrated,4167,5.6,"Comedy, Horror, Music"
"Best of Enemies, The",Robin Bissell,"Robin Bissell, Osha Gray Davidson",4807408,3,0.0,2022,2010,PG-13,18669,7.3,"Biography, Drama, History"
Swiped,Ann Deborah Fishman,Ann Deborah Fishman,4867110,2,0.0,2019,2010,TV-14,12690,2.8,"Comedy, Romance"
Megan Leavy,Gabriela Cowperthwaite,"Pamela Gray, Annie Mumolo, Tim Lovestedt",4899370,3,1.0,2017,2010,PG-13,25528,7.1,"Action, Biography, Drama"
Raw,Julia Ducournau,Julia Ducournau,4954522,3,0.0,2017,2010,R,86243,7,"Drama, Horror"
Noelle,Marc Lawrence,Marc Lawrence,5097410,3,0.0,2022,2010,G,24600,6.3,"Comedy, Family, Fantasy"
Annabelle: Creation,David F. Sandberg,Gary Dauberman,5140878,3,0.0,2017,2010,R,146008,6.5,"Horror, Mystery, Thriller"
Mom and Dad,Brian Taylor,Brian Taylor,5462326,3,0.0,2018,2010,R,26390,5.6,"Comedy, Horror, Thriller"
God&#39;s Own Country,Francis Lee,Francis Lee,5635086,0,0.0,2018,2010,Not Rated,34169,7.6,"Drama, Romance"
Uncut Gems,"Benny Safdie, Josh Safdie","Ronald Bronstein, Josh Safdie, Benny Safdie",5727208,2,1.0,2020,2010,R,305152,7.4,"Crime, Drama, Thriller"
Victoria &amp; Abdul,Stephen Frears,"Lee Hall, Shrabani Basu",5816682,2,0.0,2017,2010,PG-13,37549,6.8,"Biography, Comedy, Drama"
Maximilian,N/A,N/A,5833846,2,0.0,2019,2010,TV-MA,1052,7.4,"Drama, History"
Nogemu noraifu: Zero,Atsuko Ishizuka,"Yû Kamiya, Jukki Hanada",5914996,3,0.0,2017,2010,TV-14,4381,7.3,"Animation, Adventure, Drama"
Miss Bala,Catherine Hardwicke,Gareth Dunnet-Alcocer,5941692,3,0.0,2019,2010,PG-13,12342,5.8,"Action, Crime, Drama"
6 Balloons,Marja-Lewis Ryan,Marja-Lewis Ryan,6142496,3,0.0,2018,2010,TV-MA,4418,5.9,Drama
Bombshell,Jay Roach,Charles Randolph,6394270,3,0.0,2021,2010,R,123433,6.8,"Biography, Drama"
Moxie,Amy Poehler,"Jennifer Mathieu, Tamara Chestna, Dylan Meyer",6432466,3,0.0,2021,2020,PG-13,27898,6.7,"Comedy, Drama, Music"
Five Feet Apart,Justin Baldoni,"Mikki Daughtry, Tobias Iaconis",6472976,3,0.0,2019,2010,PG-13,78273,7.2,"Drama, Romance"
Monster Hunter,Paul W.S. Anderson,"Paul W.S. Anderson, Kaname Fujioka",6475714,3,0.0,2021,2020,PG-13,65489,5.2,"Action, Adventure, Fantasy"
Monster High: Electrified,"Jun Falkenstein, Avgousta Zourelidi",Keith Wagner,6536944,3,0.0,2017,2010,Not Rated,383,5.5,"Animation, Fantasy"
"Spy Who Dumped Me, The",Susanna Fogel,"Susanna Fogel, David Iserson",6663582,3,0.0,2018,2010,R,81491,6,"Action, Adventure, Comedy"
America: The Motion Picture,Matt Thompson,Dave Callaham,6733874,3,1.0,2021,2020,TV-MA,7157,5.6,"Animation, Action, Adventure"
Revenge,Coralie Fargeat,Coralie Fargeat,6738136,0,0.0,2017,2010,R,46952,6.4,"Action, Drama, Horror"
"Shiny Shrimps, The","Maxime Govare, Cédric Le Gallo","Cédric Le Gallo, Maxime Govare, Romain Choay",6918220,0,0.0,2020,2010,N/A,2908,6.5,"Comedy, Drama, Sport"
Rampant,Kim Sung-hoon,"Jo-yun Hwang, Shin-yeon Won, Hwang Jo Yoon",6927152,1,0.0,2020,2010,Not Rated,4683,6.3,"Action, Drama, History"
Burning,Lee Chang-dong,"Jungmi Oh, Lee Chang-dong, Haruki Murakami",7282468,0,0.0,2018,2010,Not Rated,72564,7.5,"Drama, Mystery, Thriller"
I Can Speak,Hyun-seok Kim,Seung-hee Yoo,7342204,3,0.0,2018,2010,N/A,2138,7.5,"Comedy, Drama"
In Fabric,Peter Strickland,Peter Strickland,7464188,3,0.0,2019,2010,R,13463,6.2,"Comedy, Drama, Fantasy"
Daphne &amp; Velma,Suzi Yoonessi,"Kyle Mack, Caitlin Meares",7689052,3,0.0,2021,2010,G,2337,4.2,"Action, Comedy, Crime"
Marighella,Wagner Moura,"Felipe Braga, Wagner Moura, Mário Magalhães",7825208,3,0.0,2021,2010,N/A,55765,7.1,"Action, Drama, History"
"Mule, The",Clint Eastwood,"Nick Schenk, Sam Dolnick",7959026,2,0.0,2019,2010,R,147554,7,"Crime, Drama, Thriller"
Jumanji: The Next Level,Jake Kasdan,"Jake Kasdan, Jeff Pinkner, Scott Rosenberg",7975244,1,0.0,2020,2010,PG-13,271028,6.7,"Action, Adventure, Comedy"
RRR,S.S. Rajamouli,"Vijayendra Prasad, S.S. Rajamouli, Sai Madhav Burra",8178634,2,1.0,2023,2020,Not Rated,157967,7.8,"Action, Drama"
"Body Remembers When The World Broke Open, The","Kathleen Hepburn, Elle-Máijá Tailfeathers","Kathleen Hepburn, Elle-Máijá Tailfeathers",8230872,3,0.0,2020,2010,TV-MA,844,6.9,Drama
Nancy Drew and the Hidden Staircase,Katt Shea,"Nina Fiore, John Herrera, Carolyn Keene",8323104,3,0.0,2019,2010,PG,5277,5.7,"Comedy, Crime, Drama"
"Hitman&#39;s Wife&#39;s Bodyguard, The",Patrick Hughes,"Tom O'Connor, Phillip Murphy, Brandon Murphy",8385148,0,0.0,2021,2020,R,103120,6.1,"Action, Comedy, Crime"
His House,Remi Weekes,"Remi Weekes, Felicity Evans, Toby Venables",8508734,3,0.0,2022,2020,TV-14,46238,6.5,"Drama, Horror, Thriller"
"Farewell, The",Lulu Wang,Lulu Wang,8637428,3,0.0,2019,2010,PG,68766,7.5,"Comedy, Drama"
La Peor de Mis Bodas 2,Adolfo Aguilar,"Italo Carrera, Pablo Del Teso, Roberto Valdivieso",8932338,3,0.0,2020,2010,TV-PG,21,4.2,Comedy
Emily in Paris,N/A,Darren Star,8962124,2,1.0,2022,2020,TV-MA,110991,6.9,"Comedy, Drama, Romance"
"Green Knight, The",David Lowery,"David Lowery, The Gawain Poet",9243804,1,0.0,2021,2020,R,110758,6.6,"Adventure, Drama, Fantasy"
Where the Crawdads Sing,Olivia Newman,"Delia Owens, Lucy Alibar",9411972,3,0.0,2022,2020,PG-13,109404,7.2,"Drama, Mystery, Romance"
Palm Springs,Max Barbakow,"Andy Siara, Max Barbakow",9484998,3,0.0,2020,2020,R,174704,7.4,"Comedy, Fantasy, Mystery"
Saga of Tanya the Evil - The Movie,Yutaka Uemura,"Carlo Zen, Kenta Ihara, Chika Tôjô",9507276,3,1.0,2021,2010,Not Rated,1451,7.5,"Animation, Action, Adventure"
Une fille facile,Rebecca Zlotowski,"Teddy Lussi-Modeste, Rebecca Zlotowski",9632590,3,0.0,2020,2010,TV-MA,5955,5.6,"Comedy, Drama"
Herself,Phyllida Lloyd,"Clare Dunne, Malcolm Campbell",9902160,3,0.0,2021,2020,R,4424,7,Drama
Cinderella,Georges Méliès,Charles Perrault,230,3,0.0,2014,1890,Not Rated,1727,6.5,"Short, Drama, Family"
As Seen Through A Telescope (a.k.a The Professor and His Field Glass),George Albert Smith,N/A,272,0,0.0,2013,1900,N/A,850,5.6,"Short, Comedy"
"Great Train Robbery, The",Edwin S. Porter,"Scott Marble, Edwin S. Porter",439,0,0.0,2010,1900,TV-G,20398,7.3,"Short, Action, Adventure"
"Cabinet of Dr. Caligari, The",Robert Wiene,"Carl Mayer, Hans Janowitz",10323,0,0.0,2010,1920,Not Rated,67990,8,"Horror, Mystery, Thriller"
"Man Who Laughs, The",Paul Leni,"Victor Hugo, J. Grubb Alexander, Walter Anthony",19130,2,0.0,2011,1920,Not Rated,7706,7.7,"Drama, Horror, Mystery"
Cimarron,Wesley Ruggles,"Edna Ferber, Howard Estabrook, Louis Sarecky",21746,3,0.0,2018,1930,Passed,6706,5.8,"Drama, Western"
Tabu: A Story of the South Seas,F.W. Murnau,"F.W. Murnau, Robert J. Flaherty, Edgar G. Ulmer",22458,0,0.0,2010,1930,TV-PG,6244,7.4,"Adventure, Drama, Romance"
"Girl from Calgary, The",Phil Whitman,"Lee Chadwick, Leon D'Usseau, Sid Schlager",22940,2,0.0,2014,1930,N/A,89,5.3,"Comedy, Musical"
Scarface,"Howard Hawks, Richard Rosson","Armitage Trail, Ben Hecht, Seton I. Miller",23427,1,0.0,2015,1930,PG,29542,7.7,"Action, Crime, Drama"
Duck Soup,Leo McCarey,"Bert Kalmar, Harry Ruby, Arthur Sheekman",23969,1,0.0,2014,1930,Not Rated,61877,7.8,"Comedy, Musical"
"Kennel Murder Case, The",Michael Curtiz,"S.S. Van Dine, Robert N. Lee, Peter Milne",24210,1,0.0,2022,1930,Passed,3874,6.9,"Crime, Drama, Mystery"
Imitation of Life,John M. Stahl,"Fannie Hurst, William Hurlbut, Preston Sturges",25301,3,0.0,2018,1930,Approved,5410,7.5,"Comedy, Drama, Romance"
Lost in the Stratosphere,Melville W. Brown,"Tristram Tupper, Albert DeMond",25424,2,0.0,2014,1930,Not Rated,135,4.3,"Action, Adventure, Comedy"
"Lady in Scarlet, The",Charles Lamont,"Arthur Hoerl, Robert Ellis, Helen Logan",26599,2,0.0,2014,1930,Approved,176,6,"Mystery, Romance"
Murder at Glen Athol,Frank R. Strayer,"Norman Lippincott, John W. Krafft",28000,3,0.0,2015,1930,Approved,289,5.9,"Crime, Mystery, Romance"
Stage Door,Gregory La Cava,"Morrie Ryskind, Anthony Veiller, Edna Ferber",29604,3,1.0,2010,1930,Approved,8865,7.7,"Comedy, Drama, Romance"
"Baker&#39;s Wife, The",Marcel Pagnol,"Jean Giono, Marcel Pagnol",30127,1,0.0,2015,1930,Not Rated,2279,7.5,"Comedy, Drama"
"Sisters, The",Anatole Litvak,"Milton Krims, Myron Brinig, Julius J. Epstein",30755,2,0.0,2010,1930,Approved,2095,6.7,Drama
Dark Victory,Edmund Goulding,"Casey Robinson, George Emerson Brewer Jr., Bertram Bloch",31210,3,0.0,2010,1930,Approved,11959,7.4,"Drama, Romance"
Pinocchio,"Norman Ferguson, T. Hee, Wilfred Jackson","Carlo Collodi, Ted Sears, Otto Englander",32910,1,0.0,2009,1940,G,156021,7.5,"Animation, Adventure, Comedy"
Pride and Prejudice,Robert Z. Leonard,"Aldous Huxley, Jane Murfin, Jane Austen",32943,3,0.0,2013,1940,Approved,8956,7.4,"Drama, Romance"
King of the Zombies,Jean Yarbrough,Edmond Kelso,33787,3,0.0,2020,1940,Passed,2421,5.2,"Adventure, Comedy, Horror"
"Ox-Bow Incident, The",William A. Wellman,"Lamar Trotti, Walter Van Tilburg Clark",36244,1,0.0,2015,1940,Passed,24468,8,"Drama, Western"
Judo Saga (Sanshiro Sugata),Akira Kurosawa,"Akira Kurosawa, Tsuneo Tomita",36400,0,0.0,2013,1940,Not Rated,5413,6.7,"Action, Adventure, Drama"
Mr. Skeffington,Vincent Sherman,"Julius J. Epstein, Philip G. Epstein, Elizabeth von Arnim",37094,2,0.0,2010,1940,Approved,6476,7.6,"Drama, Romance"
Since You Went Away,"John Cromwell, Edward F. Cline, Tay Garnett","Margaret Buell Wilder, David O. Selznick",37280,3,0.0,2012,1940,Approved,4964,7.5,"Drama, Romance, War"
"Harvey Girls, The",George Sidney,"Edmund Beloin, Nathaniel Curtis, Harry Crane",38589,3,0.0,2010,1940,Not Rated,4705,7,"Comedy, Drama, History"
Crossfire,Edward Dmytryk,"John Paxton, Richard Brooks",39286,2,0.0,2013,1940,Approved,9334,7.3,"Crime, Drama, Film-Noir"
Gunfighters,George Waggner,"Alan Le May, Zane Grey",39441,2,0.0,2012,1940,Passed,861,6.3,Western
Hamlet,Laurence Olivier,"William Shakespeare, Laurence Olivier",40416,1,0.0,2010,1940,Approved,17911,7.6,Drama
All the King&#39;s Men,Robert Rossen,"Robert Penn Warren, Robert Rossen",41113,1,0.0,2021,1940,Approved,16104,7.4,"Drama, Film-Noir"
Under Capricorn,Alfred Hitchcock,"John Colton, Margaret Linden, Helen Simpson",42004,3,0.0,2016,1940,Approved,7833,6.2,"Crime, Drama, Romance"
"Asphalt Jungle, The",John Huston,"Ben Maddow, John Huston, W.R. Burnett",42208,1,0.0,2011,1950,Passed,29041,7.8,"Crime, Drama, Film-Noir"
In a Lonely Place,Nicholas Ray,"Andrew Solt, Edmund H. North, Dorothy B. Hughes",42593,2,0.0,2013,1950,Not Rated,33939,7.9,"Drama, Film-Noir, Mystery"
An American in Paris,Vincente Minnelli,Alan Jay Lerner,43278,1,0.0,2012,1950,Passed,35953,7.2,"Drama, Musical, Romance"
Cause for Alarm!,Tay Garnett,"Mel Dinelli, Tom Lewis, Lawrence B. Marcus",43390,3,0.0,2014,1950,Passed,2529,6.4,"Crime, Drama, Film-Noir"
"Idiot, The",Akira Kurosawa,"Fyodor Dostoevsky, Eijirô Hisaita, Akira Kurosawa",43614,3,0.0,2016,1950,Not Rated,5491,7.2,"Drama, Romance"
"Sound Barrier, The",David Lean,Terence Rattigan,44446,3,0.0,2022,1950,Approved,2224,6.7,"Adventure, Drama, Romance"
"Quiet Man, The",John Ford,"Frank S. Nugent, Maurice Walsh, John Ford",45061,1,0.0,2011,1950,Passed,41142,7.7,"Comedy, Drama, Romance"
Tarzan&#39;s Savage Fury,Cy Endfield,"Cyril Hume, Hans Jacoby, Shirley White",45220,0,0.0,2021,1950,Passed,508,5.7,"Action, Adventure"
House of Wax,André De Toth,"Crane Wilbur, Charles Belden",45888,3,0.0,2020,1950,GP,19575,7,Horror
I Confess,Alfred Hitchcock,"George Tabori, William Archibald, Paul Anthelme",45897,1,0.0,2013,1950,Not Rated,22685,7.2,"Crime, Drama, Thriller"
Ugetsu,Kenji Mizoguchi,"Hisakazu Tsuji, Akinari Ueda, Matsutarô Kawaguchi",46478,2,0.0,2014,1950,Not Rated,24979,8.2,"Drama, Fantasy, War"
Attila,Pietro Francisci,"Ennio De Concini, Frank Gervasi, Richard C. Sarafian",46731,2,0.0,2014,1950,TV-14,768,5.5,"Biography, Drama, History"
Carmen Jones,Otto Preminger,"Oscar Hammerstein II, Harry Kleiner, Prosper Mérimée",46828,3,0.0,2018,1950,Approved,5749,6.8,"Drama, Musical, Romance"
"Ladykillers, The",Alexander Mackendrick,"William Rose, Jimmy O'Connor",48281,3,1.0,2010,1950,Not Rated,30714,7.6,"Comedy, Crime"
"Seven Year Itch, The",Billy Wilder,"Billy Wilder, George Axelrod",48605,1,0.0,2013,1950,Not Rated,41469,7.1,"Comedy, Romance"
Le coup du berger,Jacques Rivette,"Jacques Rivette, Claude Chabrol, Charles L. Bitsch",49095,3,0.0,2021,1950,N/A,1010,7,"Short, Comedy, Romance"
Forbidden Planet,Fred M. Wilcox,"Cyril Hume, Irving Block, Allen Adler",49223,0,0.0,2011,1950,G,51926,7.5,"Adventure, Sci-Fi"
Gunslinger,Roger Corman,"Charles B. Griffith, Mark Hanna",49287,3,0.0,2011,1950,Approved,1736,3.7,Western
"Proud and Profane, The",George Seaton,"Lucy Herndon Crockett, George Seaton",49640,3,0.0,2013,1950,Not Rated,524,6.1,"Drama, Romance, War"
"Spanish Gardener, The",Philip Leacock,"A.J. Cronin, Lesley Storm, John Bryan",49787,2,0.0,2010,1950,Not Rated,994,6.8,Drama
Throne of Blood,Akira Kurosawa,"Hideo Oguni, Shinobu Hashimoto, Ryûzô Kikushima",50613,0,0.0,2016,1950,Not Rated,54730,8.1,Drama
Some Came Running,Vincente Minnelli,"James Jones, John Patrick, Arthur Sheekman",52218,2,0.0,2022,1950,Approved,7111,7.3,"Drama, Romance"
Vertigo,Alfred Hitchcock,"Alec Coppel, Samuel A. Taylor, Pierre Boileau",52357,1,0.0,2009,1950,PG,418216,8.3,"Mystery, Romance, Thriller"
"Great War, The",Mario Monicelli,"Agenore Incrocci, Furio Scarpelli, Luciano Vincenzoni",52861,1,0.0,2012,1950,Approved,4491,8.1,"Comedy, Drama, War"
Late Autumn,Yasujirô Ozu,"Ton Satomi, Kôgo Noda, Yasujirô Ozu",53579,3,0.0,2011,1960,Not Rated,5839,7.9,"Comedy, Drama"
Wild River,Elia Kazan,"Paul Osborn, William Bradford Huie, Borden Deal",54476,3,0.0,2015,1960,Approved,5965,7.5,"Drama, History, Romance"
"World of Suzie Wong, The",Richard Quine,"Paul Osborn, Richard Mason, John Patrick",54483,2,0.0,2022,1960,Approved,2693,6.9,"Drama, Romance"
"Children&#39;s Hour, The",William Wyler,"Lillian Hellman, John Michael Hayes",54743,3,0.0,2010,1960,Not Rated,17808,7.8,"Drama, Romance"
La ciociara,Vittorio De Sica,"Alberto Moravia, Cesare Zavattini, Vittorio De Sica",54749,3,0.0,2016,1960,Not Rated,12105,7.7,"Drama, War"
La Jetee,Chris Marker,Chris Marker,56119,0,0.0,2013,1960,Not Rated,36146,8.2,"Short, Drama, Romance"
8&frac12;,Federico Fellini,"Federico Fellini, Ennio Flaiano, Tullio Pinelli",56801,3,0.0,2014,1960,Not Rated,122781,8,Drama
"Trial, The",Orson Welles,"Pierre Cholot, Franz Kafka, Orson Welles",57427,1,0.0,2011,1960,Not Rated,23296,7.7,"Drama, Mystery, Thriller"
Winnetou,Harald Reinl,"Karl May, Harald G. Petersson",57687,1,0.0,2021,1960,N/A,4450,6.8,"Adventure, Drama, Western"
"Americanization of Emily, The",Arthur Hiller,"Paddy Chayefsky, William Bradford Huie",57840,2,0.0,2011,1960,Approved,5518,7.3,"Comedy, Drama, Romance"
Mne dvadtsat let (I am twenty),Marlen Khutsiev,"Marlen Khutsiev, Gennady Shpalikov",58361,3,0.0,2018,1960,N/A,1545,7.7,Drama
"Umbrellas of Cherbourg, The",Jacques Demy,Jacques Demy,58450,3,0.0,2013,1960,Not Rated,30110,7.8,"Drama, Musical, Romance"
"Ghidorah, the Three-Headed Monster",Ishirô Honda,Shin'ichi Sekizawa,58544,3,0.0,2013,1960,Not Rated,7310,6.5,"Action, Adventure, Fantasy"
La tia Tula,Miguel Picazo,"José Miguel Hernán, Manuel López Yubero, Miguel Picazo",58695,3,0.0,2017,1960,N/A,601,7.4,Drama
Viva Las Vegas,George Sidney,Sally Benson,58725,0,0.0,2012,1960,Approved,8879,6.3,"Comedy, Musical"
Red Beard,Akira Kurosawa,"Masato Ide, Hideo Oguni, Ryûzô Kikushima",58888,3,0.0,2021,1960,Not Rated,20492,8.3,Drama
"Flight of the Phoenix, The",Robert Aldrich,"Lukas Heller, Trevor Dudley Smith",59183,0,0.0,2012,1960,Not Rated,21925,7.5,"Adventure, Drama"
"Knack... and How to Get It, The",Richard Lester,"Charles Wood, Ann Jellicoe",59362,0,0.0,2021,1960,Approved,3685,6.3,Comedy
Fahrenheit 451,François Truffaut,"François Truffaut, Jean-Louis Richard, Ray Bradbury",60390,3,0.0,2012,1960,Not Rated,44831,7.2,"Drama, Sci-Fi"
"Fearless Vampire Killers, The",Roman Polanski,"Gérard Brach, Roman Polanski",61655,1,0.0,2013,1960,Not Rated,33162,7.1,"Comedy, Horror"
Playtime,Jacques Tati,"Jacques Tati, Jacques Lagrange, Art Buchwald",62136,3,0.0,2013,1960,Not Rated,25032,7.8,Comedy
"Boys of Paul Street, The",Zoltán Fábri,"Endre Bohem, Zoltán Fábri, Ferenc Molnár",62164,0,0.0,2018,1960,G,3191,7.8,Drama
Le Samourai,Jean-Pierre Melville,"Joan McLeod, Jean-Pierre Melville, Georges Pellegrin",62229,1,0.0,2013,1960,GP,54864,8,"Crime, Drama, Thriller"
"Fox, The",Mark Rydell,"Lewis John Carlino, Howard Koch, D.H. Lawrence",62990,3,0.0,2013,1960,R,1232,6.5,Drama
Il giorno della civetta,Damiano Damiani,"Ugo Pirro, Damiano Damiani, Leonardo Sciascia",63010,0,0.0,2015,1960,M,1754,7,"Crime, Drama, Mystery"
Age of Consent,Michael Powell,"Peter Yeldham, Norman Lindsay",63991,3,0.0,2016,1960,R,3595,6.4,"Biography, Comedy, Drama"
Downhill Racer,Michael Ritchie,"James Salter, Oakley Hall",64253,0,0.0,2011,1960,M,5209,6.3,"Drama, Sport"
Kes,Ken Loach,"Barry Hines, Ken Loach, Tony Garnett",64541,1,0.0,2011,1960,PG-13,22243,7.9,"Drama, Family"
"Passion of Anna, The",Ingmar Bergman,Ingmar Bergman,64793,1,1.0,2018,1960,R,10201,7.6,Drama
Mississippi Mermaid,François Truffaut,"Cornell Woolrich, François Truffaut",64990,3,0.0,2013,1960,R,7044,6.9,"Crime, Drama, Romance"
Z,Costa-Gavras,"Vassilis Vassilikos, Jorge Semprún, Costa-Gavras",65234,1,0.0,2017,1960,M/PG,30643,8.2,"Crime, Drama, Thriller"
House of Dark Shadows,Dan Curtis,"Sam Hall, Gordon Russell",65856,2,1.0,2013,1970,GP,3341,6.3,"Drama, Fantasy, Horror"
Investigation of a Citizen Above Suspicion,Elio Petri,"Elio Petri, Ugo Pirro",65889,0,0.0,2022,1970,R,12792,8,"Crime, Drama"
Love Story,Arthur Hiller,Erich Segal,66011,1,0.0,2012,1970,PG,36215,6.9,"Drama, Romance"
Donkey Skin,Jacques Demy,"Charles Perrault, Jacques Demy",66207,3,0.0,2017,1970,G,6047,7,"Comedy, Fantasy, Musical"
Women in Love,Ken Russell,"D.H. Lawrence, Larry Kramer",66579,3,0.0,2010,1960,R,8343,7.1,"Drama, Romance"
And Now for Something Completely Different,Ian MacNaughton,"Graham Chapman, John Cleese, Terry Gilliam",66765,1,0.0,2010,1970,PG,31100,7.5,Comedy
Bedknobs and Broomsticks,"Robert Stevenson, Ward Kimball","Ralph Wright, Ted Berman, Bill Walsh",66817,3,0.0,2010,1970,G,39959,7,"Animation, Adventure, Comedy"
"Mattei Affair (Il caso Mattei), The",Francesco Rosi,"Francesco Rosi, Tonino Guerra, Nerio Minuzzo",68346,0,0.0,2015,1970,R,2353,7.7,"Biography, Drama, Mystery"
"Godfather, The",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola",68646,2,0.0,2011,1970,R,1954449,9.2,"Crime, Drama"
Lone Wolf and Cub: Baby Cart to Hades,Kenji Misumi,"Kazuo Koike, Goseki Kojima",68817,0,0.0,2020,1970,R,5458,7.5,"Action, Drama"
Don&#39;t Torture a Duckling,Lucio Fulci,"Lucio Fulci, Roberto Gianviti, Gianfranco Clerici",69019,2,0.0,2011,1970,Not Rated,10268,7,"Horror, Mystery, Thriller"
"Watch Out, We&#39;re Mad",Marcello Fondato,"Marcello Fondato, Francesco Scardamaglia, Vicente Coello",69697,0,0.0,2021,1970,G,13505,7.3,"Action, Comedy"
