Title,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
"Adventures of Tintin, The",Steven Spielberg,"Hergé, Steven Moffat, Edgar Wright",983193,1,0.0,2011,2010,PG,239412,7.3,"Animation, Action, Adventure"
Valkyrie,Bryan Singer,"Christopher McQuarrie, Nathan Alexander",985699,1,0.0,2011,2000,PG-13,254756,7.1,"Drama, History, Thriller"
Surrogates,Jonathan Mostow,"Michael Ferris, John Brancato, Robert Venditti",986263,1,0.0,2009,2000,PG-13,178716,6.3,"Action, Sci-Fi, Thriller"
Vision - Aus dem Leben der Hildegard von Bingen,Margarethe von Trotta,Margarethe von Trotta,995850,3,0.0,2010,2000,Unrated,1280,6.5,"Biography, Drama, History"
Love Songs,Christophe Honoré,Christophe Honoré,996605,3,0.0,2010,2000,Unrated,9967,7,"Drama, Musical, Romance"
Dylan Dog: Dead of Night,Kevin Munroe,"Thomas Dean Donnelly, Joshua Oppenheimer, Tiziano Sclavi",1013860,0,0.0,2011,2010,PG-13,15507,5.1,"Action, Comedy, Crime"
"Prom, The",Ryan Murphy,"Bob Martin, Chad Beguelin, Matthew Sklar",10161886,3,0.0,2020,2020,PG-13,28706,5.9,"Comedy, Drama, Musical"
Willow,N/A,Jonathan Kasdan,10278918,3,0.0,2022,2020,TV-14,32571,5.7,"Action, Adventure, Drama"
Martyrs,Pascal Laugier,Pascal Laugier,1029234,3,0.0,2010,2000,R,102414,7,Horror
Finding &#39;Ohana,Jude Weng,Christina Strain,10332588,3,0.0,2021,2020,PG,11271,6.1,"Action, Adventure, Comedy"
Kataude mashin garu,Noboru Iguchi,Noboru Iguchi,1050160,3,0.0,2010,2000,Not Rated,10565,5.9,"Action, Comedy, Horror"
Ma Rainey&#39;s Black Bottom,George C. Wolfe,"Ruben Santiago-Hudson, August Wilson",10514222,3,0.0,2021,2020,R,56652,6.9,"Drama, Music"
Unpregnant,Rachel Lee Goldenberg,"Jenni Hendriks, Ted Caplan, Jennifer Kaytin Robinson",10556022,3,0.0,2021,2020,PG-13,9358,6.5,"Comedy, Drama"
Bienvenue chez les Ch&#39;tis,Dany Boon,"Dany Boon, Alexandre Charlot, Franck Magnier",1064932,2,0.0,2015,2000,Not Rated,44096,7.1,"Comedy, Romance"
My Hero Academia: Heroes Rising,Kenji Nagasaki,"Kôhei Horikoshi, Yôsuke Kuroda, Hitoshi Nagai",11107074,3,0.0,2020,2010,PG-13,9312,7.8,"Animation, Action, Adventure"
Clerks III,Kevin Smith,Kevin Smith,11128440,1,0.0,2022,2020,R,17128,6.3,"Comedy, Drama"
Licorice Pizza,Paul Thomas Anderson,Paul Thomas Anderson,11271038,3,0.0,2022,2020,R,132927,7.1,"Comedy, Drama, Romance"
Don&#146;t Look Up,Adam McKay,"Adam McKay, David Sirota",11286314,3,0.0,2021,2020,R,572890,7.2,"Comedy, Drama, Sci-Fi"
"Limits of Control, The",Jim Jarmusch,Jim Jarmusch,1135092,1,0.0,2010,2000,R,21013,6.2,"Crime, Drama, Mystery"
"Family That Preys, The",Tyler Perry,Tyler Perry,1142798,3,0.0,2014,2000,PG-13,7755,5.9,Drama
Fatal Rescue,Stephen Manuel,"Sabine Leipert, Julia Neumann",1144825,1,0.0,2017,2000,Not Rated,301,3.6,"Action, Drama, Romance"
"Final Destination, The",David R. Ellis,"Eric Bress, Jeffrey Reddick",1144884,3,0.0,2013,2000,R,112308,5.1,"Horror, Thriller"
Mutants,David Morley,"Louis-Paul Desanges, David Morley, Ludovic du Clary",1146320,3,1.0,2011,2000,R,4224,5.5,"Drama, Horror, Sci-Fi"
Dune,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve, Eric Roth",1160419,3,0.0,2021,2020,PG-13,722599,8,"Action, Adventure, Drama"
What Did Jack Do?,David Lynch,David Lynch,11644096,0,0.0,2021,2010,TV-14,14207,6.4,"Short, Comedy, Crime"
Baggage Claim,David E. Talbert,David E. Talbert,1171222,3,0.0,2013,2010,PG-13,9602,5.1,"Comedy, Romance"
Away We Go,Sam Mendes,"Dave Eggers, Vendela Vida",1176740,3,0.0,2010,2000,R,54680,7,"Comedy, Drama, Romance"
Santana,"Maradona Dias Dos Santos, Chris Roland","Chris Roland, Maradona Dias Dos Santos",11769162,1,0.0,2020,2020,TV-MA,1037,3.9,"Action, Crime, Drama"
A Walk in the Woods,Ken Kwapis,"Michael Arndt, Bill Holderman, Bill Bryson",1178665,2,0.0,2019,2010,R,28377,6.4,"Adventure, Biography, Comedy"
When in Rome,Mark Steven Johnson,"David Diamond, David Weissman",1185416,3,0.0,2014,2010,PG-13,63858,5.5,"Comedy, Romance"
Hocus Pocus 2,Anne Fletcher,"Jen D'Angelo, David Kirschner, Blake Harris",11909878,3,0.0,2022,2020,PG,48980,6,"Comedy, Family, Fantasy"
Polytechnique,Denis Villeneuve,"Jacques Davidts, Denis Villeneuve, Eric Leca",1194238,3,0.0,2013,2000,Not Rated,17956,7.2,"Crime, Drama, History"
Casino Jack,George Hickenlooper,Norman Snider,1194417,1,0.0,2011,2010,R,17534,6.2,"Biography, Comedy, Crime"
"Five-Year Engagement, The",Nicholas Stoller,"Jason Segel, Nicholas Stoller",1195478,3,0.0,2012,2010,R,101618,6.2,"Comedy, Drama, Romance"
Law Abiding Citizen,F. Gary Gray,Kurt Wimmer,1197624,3,0.0,2010,2000,R,311453,7.4,"Action, Crime, Drama"
About Sunny,"Bryan Wizemann, Mike S. Ryan",Bryan Wizemann,1198199,3,0.0,2014,2010,N/A,376,6.4,Drama
Merlin,N/A,"Johnny Capps, Julian Jones, Jake Michie",1199099,3,0.0,2012,2000,TV-PG,85547,7.9,"Adventure, Drama, Fantasy"
"World&#39;s End, The",Edgar Wright,"Simon Pegg, Edgar Wright",1213663,2,0.0,2013,2010,R,293729,6.9,"Action, Comedy, Sci-Fi"
Fish Tank,Andrea Arnold,Andrea Arnold,1232776,3,0.0,2010,2000,Not Rated,64282,7.3,Drama
"My Son, My Son, What Have Ye Done",Werner Herzog,"Herbert Golder, Werner Herzog",1233219,2,0.0,2012,2000,R,10528,6.2,"Drama, Thriller"
"Men Who Stare at Goats, The",Grant Heslov,"Jon Ronson, Peter Straughan",1234548,0,0.0,2009,2000,R,136016,6.2,"Comedy, War"
Zack Snyder&#39;s Justice League,Zack Snyder,"Jerry Siegel, Joe Shuster, Zack Snyder",12361974,3,0.0,2021,2020,R,426016,7.9,"Action, Adventure, Fantasy"
Aloha,Cameron Crowe,Cameron Crowe,1243974,3,0.0,2015,2010,PG-13,69654,5.4,"Comedy, Drama, Romance"
Red Riding: In the Year of Our Lord 1974,Julian Jarrold,"Tony Grisoni, David Peace",1259574,1,0.0,2010,2000,Not Rated,13484,6.9,"Crime, Drama, History"
Scream 4,Wes Craven,Kevin Williamson,1262416,3,0.0,2011,2010,R,166258,6.2,"Comedy, Horror, Mystery"
"Unloved, The",Samantha Morton,"Tony Grisoni, Samantha Morton",1268989,3,0.0,2010,2000,Not Rated,1234,6.8,Drama
2 Guns,Baltasar Kormákur,"Blake Masters, Steven Grant",1272878,1,0.0,2013,2010,R,221799,6.7,"Action, Comedy, Thriller"
"University of Illinois vs. a Mummy, The",Chris Lukeman,N/A,1273816,3,0.0,2013,2000,N/A,12,8,"Comedy, Horror, Musical"
Pathaan,Siddharth Anand,"Shridhar Raghavan, Abbas Tyrewala, Siddharth Anand",12844910,3,0.0,2023,2020,Not Rated,147688,5.9,"Action, Adventure, Thriller"
A Classic Horror Story,"Roberto De Feo, Paolo Strippoli","Lucio Besana, Roberto De Feo, Paolo Strippoli",12877640,3,1.0,2022,2020,TV-MA,20862,5.7,"Drama, Horror, Mystery"
"Last Song, The",Julie Anne Robinson,"Nicholas Sparks, Jeff Van Wie",1294226,3,0.0,2014,2010,PG,91090,6,"Drama, Music, Romance"
El regalo,"Cristián Galaz, Andrea Ugalde","Cristián Galaz, Mateo Iribarren, Orlando Lübbert",1305138,2,0.0,2010,2000,N/A,232,6.6,Comedy
"Secret in Their Eyes, The",Juan José Campanella,"Eduardo Sacheri, Juan José Campanella",1305806,1,0.0,2010,2000,R,217628,8.2,"Drama, Mystery, Romance"
50/50,Jonathan Levine,Will Reiser,1306980,2,0.0,2011,2010,R,339298,7.6,"Comedy, Drama, Romance"
Birdemic,James Nguyen,James Nguyen,1316037,3,0.0,2010,2000,Not Rated,24958,1.7,"Horror, Thriller"
"Twilight Saga: Breaking Dawn - Part 1, The",Bill Condon,"Melissa Rosenberg, Stephenie Meyer",1324999,3,0.0,2012,2010,PG-13,249415,4.9,"Adventure, Drama, Fantasy"
Cosmonauta,Susanna Nicchiarelli,"Teresa Ciabatti, Susanna Nicchiarelli",1332054,3,0.0,2014,2000,N/A,503,6.4,Comedy
Terminator Genisys,Alan Taylor,"Laeta Kalogridis, Patrick Lussier, James Cameron",1340138,0,0.0,2015,2010,PG-13,288173,6.3,"Action, Adventure, Sci-Fi"
"Girl (Flickan), The",Fredrik Edfeldt,Karin Arrhenius,1342378,3,0.0,2013,2000,N/A,1614,6.7,"Drama, Family"
"Girl Who Kicked the Hornets&#39; Nest, The",Daniel Alfredson,"Jonas Frykberg, Stieg Larsson, Ulf Ryberg",1343097,3,0.0,2011,2000,R,73660,7.3,"Crime, Drama, Thriller"
Butter,Jim Field Smith,Jason Micallef,1349451,3,0.0,2013,2010,R,22191,6.2,"Comedy, Drama"
Cop Out,Kevin Smith,"Robb Cullen, Mark Cullen",1385867,1,0.0,2010,2010,R,89700,5.5,"Action, Comedy, Crime"
Suicide Squad,David Ayer,"David Ayer, John Ostrander",1386697,3,0.0,2016,2010,PG-13,709955,5.9,"Action, Adventure, Fantasy"
Downsizing,Alexander Payne,"Alexander Payne, Jim Taylor",1389072,1,0.0,2018,2010,R,117708,5.8,"Drama, Fantasy, Sci-Fi"
Rare Exports,Jalmari Helander,"Jalmari Helander, Juuso Helander, Petri Jokiranta",1401143,0,0.0,2013,2010,R,30760,6.6,"Adventure, Fantasy, Horror"
Riddick,David Twohy,"David Twohy, Jim Wheat, Ken Wheat",1411250,0,0.0,2013,2010,R,175003,6.4,"Action, Adventure, Sci-Fi"
Eat Me!,Katie Carman-Lehach,Elizabeth Lee,1412541,3,0.0,2012,2010,Not Rated,107,5.8,"Comedy, Horror"
Kimi,Steven Soderbergh,David Koepp,14128670,2,0.0,2022,2020,R,37327,6.3,"Crime, Drama, Thriller"
Beavis and Butt-Head do the Universe,"Albert Calleros, John Rice","Mike Judge, Lew Morton, Guy Maxtone-Graham",14145426,0,0.0,2022,2020,13+,12698,7,"Animation, Comedy, Sci-Fi"
Barney&#39;s Version,Richard J. Lewis,"Mordecai Richler, Michael Konyves",1423894,3,0.0,2011,2010,R,25838,7.3,"Comedy, Drama"
Arthur Christmas,"Sarah Smith, Barry Cook","Peter Baynham, Sarah Smith",1430607,1,0.0,2013,2010,PG,63975,7.1,"Animation, Adventure, Comedy"
Single All The Way,Michael Mayer,Chad Hodge,14315756,3,0.0,2021,2020,TV-PG,18208,6.2,"Comedy, Drama, Romance"
Charlie St. Cloud,Burr Steers,"Craig Pearce, Lewis Colick, Ben Sherwood",1438254,1,1.0,2010,2010,PG-13,64050,6.4,"Drama, Fantasy, Romance"
"Odd Life of Timothy Green, The",Peter Hedges,"Peter Hedges, Ahmet Zappa",1462769,3,0.0,2012,2010,PG,48115,6.6,"Comedy, Drama, Family"
Attack the Block,Joe Cornish,Joe Cornish,1478964,3,0.0,2011,2010,R,110231,6.7,"Action, Adventure, Comedy"
Big Font. Large Spacing,Paul Howard Allen,Paul Howard Allen,1479163,3,0.0,2014,2000,N/A,45,7.7,"Comedy, Music"
Burning Days (Kurak G&uuml;nler),Emin Alper,Emin Alper,14859416,1,0.0,2023,2020,N/A,10203,7.6,"Drama, Thriller"
"Lego Movie, The","Phil Lord, Christopher Miller","Phil Lord, Christopher Miller, Dan Hageman",1490017,3,0.0,2014,2010,PG,378848,7.7,"Animation, Action, Adventure"
Mongolian Death Worm,Steven R. Monroe,"Neil Elman, Kevin Leeson, Steven R. Monroe",1504443,3,0.0,2014,2010,TV-14,1783,3.4,"Action, Adventure, Comedy"
El dios de madera,Vicente Molina Foix,Vicente Molina Foix,1511354,3,0.0,2010,2010,Not Rated,139,5.6,Drama
Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,N/A,Akira Toriyama (story),1517470,0,0.0,2014,1990,N/A,455,7,"Animation, Short, Action, Adventure, Comedy, Game-Show, Sci-Fi"
Apart,Aaron Rottinghaus,"Josh Danziger, Aaron Rottinghaus",1525552,3,0.0,2013,2010,Unrated,615,5.4,"Drama, Mystery, Romance"
Albatross,Niall MacCormick,Tamzin Rafn,1541149,3,0.0,2012,2010,Not Rated,5543,6.3,Drama
Vamps,Amy Heckerling,Amy Heckerling,1545106,3,0.0,2016,2010,PG-13,10701,5.3,"Comedy, Horror, Romance"
Smile,Parker Finn,Parker Finn,15474916,3,0.0,2022,2020,R,143028,6.5,"Horror, Mystery, Thriller"
Arrietty,Hiromasa Yonebayashi,"Mary Norton, Hayao Miyazaki, Keiko Niwa",1568921,3,0.0,2011,2010,G,99502,7.6,"Animation, Adventure, Drama"
Batman: Under the Red Hood,Brandon Vietti,"Judd Winick, Bob Kane (Batman created by)",1569923,1,0.0,2011,2010,PG-13,56401,8.1,"Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller"
Confessions (Kokuhaku),Tetsuya Nakashima,"Kanae Minato, Tetsuya Nakashima",1590089,3,0.0,2011,2010,Not Rated,41115,7.7,"Drama, Thriller"
"Innkeepers, The",Ti West,Ti West,1594562,3,0.0,2012,2010,R,36773,5.5,"Drama, Horror, Mystery"
Disenchanted,Adam Shankman,"Brigitte Hales, J. David Stem, David N. Weiss",1596342,3,0.0,2022,2020,PG,24876,5.6,"Animation, Adventure, Comedy"
Fast Five,Justin Lin,"Chris Morgan, Gary Scott Thompson",1596343,3,0.0,2011,2010,PG-13,399298,7.3,"Action, Crime, Thriller"
"Woman in Black, The",James Watkins,"Susan Hill, Jane Goldman",1596365,1,0.0,2012,2010,PG-13,190152,6.4,"Drama, Fantasy, Horror"
Headhunters,Morten Tyldum,"Ulf Ryberg, Lars Gudmestad, Jo Nesbø",1614989,1,0.0,2012,2010,R,105452,7.5,"Action, Crime, Thriller"
Avatar: The Way Of Water,James Cameron,"James Cameron, Rick Jaffa, Amanda Silver",1630029,2,1.0,2022,2020,PG-13,462327,7.6,"Action, Adventure, Fantasy"
"Dictator, The",Larry Charles,"Sacha Baron Cohen, Alec Berg, David Mandel",1645170,1,0.0,2012,2010,R,324756,6.4,Comedy
Wanderlust,David Wain,"David Wain, Ken Marino",1655460,3,0.0,2012,2010,R,79275,5.6,"Comedy, Romance"
"Twilight Saga: Breaking Dawn - Part 2, The",Bill Condon,"Stephenie Meyer, Melissa Rosenberg",1673434,3,1.0,2012,2010,PG-13,257820,5.5,"Adventure, Drama, Fantasy"
Girl Walks Into a Bar,Sebastian Gutierrez,Sebastian Gutierrez,1682246,3,0.0,2014,2010,R,5121,5.6,"Comedy, Drama, Romance"
Circumstance,Maryam Keshavarz,Maryam Keshavarz,1684628,3,0.0,2011,2010,R,7860,5.9,Drama
Vampire Academy,Mark Waters,"Daniel Waters, Richelle Mead",1686821,3,0.0,2014,2010,PG-13,56295,5.4,"Action, Comedy, Drama"
Carnage,Roman Polanski,"Yasmina Reza, Michael Katims, Roman Polanski",1692486,3,0.0,2012,2010,R,130971,7.1,"Comedy, Drama"
Free Men,Ismaël Ferroukhi,"Ismaël Ferroukhi, Alain-Michel Blanc",1699185,1,0.0,2011,2010,Unrated,1438,6.6,"Drama, History, Romance"
"Novelist&#39;s Film (So-seol-ga-ui Yeong-hwa), The",Hong Sang-soo,Hong Sang-soo,17146978,3,0.0,2022,2020,N/A,1241,6.8,Drama
"little prince, The",Mark Osborne,"Irena Brignull, Bob Persichetti, Antoine de Saint-Exupéry",1754656,3,0.0,2015,2010,PG,65203,7.7,"Animation, Adventure, Drama"
She&#39;s Funny That Way,Peter Bogdanovich,"Louise Stratten, Peter Bogdanovich",1767372,3,0.0,2015,2010,R,28269,6.1,"Comedy, Drama"
John Dies at the End,Don Coscarelli,"Don Coscarelli, David Wong",1783732,1,0.0,2013,2010,R,39765,6.3,"Comedy, Fantasy, Horror"
Union Squre,Nancy Savoca,"Nancy Savoca, Mary Tobler",1783798,3,0.0,2014,2010,Not Rated,584,5.2,Drama
CBGB,Randall Miller,"Jody Savin, Randall Miller",1786751,1,0.0,2019,2010,R,10913,6.6,"Crime, Drama, Music"
"Amazing Bulk, The",Lewis Schoenbrun,"Keith Schaffner (story), Jeremiah Campbell (story), Keith Schaffner (screenplay)",1788453,0,0.0,2014,2010,Not Rated,2827,1.7,"Animation, Action, Comedy, Fantasy, Romance, Sci-Fi"
Kahaani,Sujoy Ghosh,"Sujoy Ghosh, Advaita Kala, Suresh Nair",1821480,3,0.0,2012,2010,Not Rated,64644,8.1,"Mystery, Thriller"
Rundskop,Michaël R. Roskam,Michaël R. Roskam,1821593,2,0.0,2013,2010,R,24038,7.3,"Crime, Drama"
Greetings from Tim Buckley,Daniel Algrant,"Daniel Algrant, David Brendel, Emma Sheanshang",1823125,2,0.0,2016,2010,Not Rated,1772,6,Drama
Annie,Will Gluck,"Will Gluck, Aline Brosh McKenna, Thomas Meehan",1823664,3,1.0,2014,2010,PG,39728,5.3,"Comedy, Drama, Family"
Moon Point,Sean Cisterna,"Robert Lazar, James Luscombe, Tammy Stone",1832405,1,0.0,2011,2010,N/A,148,5.3,Comedy
Snow White,Pablo Berger,"Pablo Berger, Jacob Grimm, Wilhelm Grimm",1854513,3,0.0,2016,2010,PG-13,11401,7.5,"Drama, Fantasy"
"Highwaymen, The",John Lee Hancock,John Fusco,1860242,1,0.0,2021,2010,R,98811,6.9,"Biography, Crime, Drama"
Amazing Spider-Man 2,Marc Webb,"Alex Kurtzman, Roberto Orci, Jeff Pinkner",1872181,1,0.0,2014,2010,PG-13,523473,6.6,"Action, Adventure, Sci-Fi"
Date and Switch,Chris Nelson,Alan Yang,1878942,2,0.0,2019,2010,R,8364,5.7,"Comedy, Drama, Romance"
Comes a Bright Day,Simon Aboud,Simon Aboud,1900854,0,0.0,2014,2010,Not Rated,1757,6,"Drama, Romance, Thriller"
Pompeii,Paul W.S. Anderson,"Janet Scott Batchler, Lee Batchler, Michael Robert Johnson",1921064,3,0.0,2014,2010,PG-13,114898,5.5,"Action, Adventure, Drama"
Kill &#39;em All,Raimund Huber,Ken Miller,1928335,1,0.0,2014,2010,R,1485,4.5,"Action, Crime, Thriller"
Cyberbully,Charles Binamé,Teena Booth,1930315,3,0.0,2012,2010,TV-14,13100,5.4,Drama
Drunk Wedding,Nick Weiss,"Anthony Weiss, Nick Weiss",1950135,2,0.0,2015,2010,R,920,4.6,Comedy
Chasing Legends,Jason Berry,Jason Berry,1996211,0,1.0,2011,2010,N/A,174,7.7,"Documentary, Sport"
Lore,Cate Shortland,"Cate Shortland, Robin Mukherjee, Rachel Seiffert",1996310,3,0.0,2013,2010,Not Rated,15746,7.1,"Drama, Romance, War"
Radio Rebel,Peter Howitt,"Danielle Joseph, Erik Patterson, Jessica Scott",2008633,3,0.0,2013,2010,TV-G,10570,5.7,"Comedy, Drama, Family"
Flukt,Roar Uthaug,"Thomas Moldestad, Martin Sundland, Roar Uthaug",2076850,3,0.0,2013,2010,Not Rated,4658,6.1,"Adventure, Drama, Thriller"
Sleepwalk With Me,"Mike Birbiglia, Seth Barrish","Mike Birbiglia, Ira Glass, Joe Birbiglia",2077851,2,0.0,2012,2010,PG-13,12105,6.7,"Comedy, Drama, Romance"
Captain Underpants: The First Epic Movie,David Soren,"Nicholas Stoller, Dav Pilkey, David Soren",2091256,1,0.0,2017,2010,PG,31311,6.2,"Animation, Action, Adventure"
Haute Cuisine,Christian Vincent,"Etienne Comar, Christian Vincent, Danièle Mazet-Delpeuch",2094877,3,0.0,2013,2010,PG-13,6739,6.4,"Biography, Comedy"
V/H/S,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett","Brad Miska, Simon Barrett, David Bruckner",2105044,1,1.0,2013,2010,R,66227,5.8,"Horror, Mystery, Thriller"
Into the Storm,Steven Quale,John Swetnam,2106361,3,0.0,2014,2010,PG-13,70757,5.8,"Action, Adventure, Drama"
Paranormal Activity 4,"Henry Joost, Ariel Schulman","Christopher Landon, Chad Feehan, Oren Peli",2109184,3,0.0,2013,2010,R,69097,4.6,"Horror, Mystery"
Hyde Park Corner,William Friese-Greene,N/A,2116898,0,0.0,2021,1880,N/A,270,5.7,Short
Hidden,"Matt Duffer, Ross Duffer","Matt Duffer, Ross Duffer",2131532,3,0.0,2015,2010,R,24444,6.4,"Horror, Sci-Fi, Thriller"
Long Shot,Jonathan Levine,"Dan Sterling, Liz Hannah",2139881,3,0.0,2020,2010,R,117062,6.8,"Comedy, Romance"
Louder Than Bombs,Joachim Trier,"Joachim Trier, Eskil Vogt",2217859,1,0.0,2016,2010,R,13980,6.6,Drama
Plush,Catherine Hardwicke,"Catherine Hardwicke, Arty Nelson",2226519,3,0.0,2015,2010,R,4093,5.2,"Drama, Thriller"
Curse of Chucky,Don Mancini,Don Mancini,2230358,3,0.0,2015,2010,R,42540,5.6,"Horror, Thriller"
A Haunted House,Michael Tiddes,"Marlon Wayans, Rick Alvarez",2243537,3,1.0,2018,2010,R,48955,5,"Comedy, Fantasy, Horror"
Wadjda,Haifaa Al-Mansour,Haifaa Al-Mansour,2258858,3,0.0,2013,2010,PG,21165,7.5,"Comedy, Drama"
Black Sea,Kevin Macdonald,Dennis Kelly,2261331,0,0.0,2015,2010,R,40111,6.4,"Adventure, Drama, Thriller"
Magic Mike XXL,Gregory Jacobs,Reid Carolin,2268016,3,0.0,2015,2010,R,60496,5.6,"Comedy, Drama, Music"
Eat with Me,David Au,"David Au, Mark Neal",2274604,3,0.0,2016,2010,Not Rated,1394,6.9,"Comedy, Drama, Romance"
Ego,Lisa James Larsson,Lisa James Larsson,2287715,2,0.0,2013,2010,N/A,3554,6.1,"Comedy, Drama, Romance"
Lies I Told My Little Sister,William J. Stribling,"Jonathan Weisbrod, Judy White",2287861,3,0.0,2014,2010,Not Rated,102,7.6,"Comedy, Drama"
Sherlock Gnomes,John Stevenson,"Ben Zazove, Andy Riley, Kevin Cecil",2296777,3,1.0,2022,2010,PG,13514,5.2,"Animation, Adventure, Comedy"
Wild,Jean-Marc Vallée,"Nick Hornby, Cheryl Strayed",2305051,3,0.0,2014,2010,R,135010,7.1,"Adventure, Biography, Drama"
Vikings,N/A,Michael Hirst,2306299,3,0.0,2017,2010,TV-MA,563251,8.5,"Action, Adventure, Drama"
"Lunchbox, The",Ritesh Batra,"Ritesh Batra, Vasan Bala",2350496,3,0.0,2013,2010,PG,59461,7.8,"Drama, Romance"
A Picture of You,J.P. Chan,"J.P. Chan, Jo Mei",2351098,3,0.0,2016,2010,N/A,248,6.3,Drama
"Intern, The",Nancy Meyers,Nancy Meyers,2361509,3,1.0,2015,2010,PG-13,266340,7.1,"Comedy, Drama"
How to Train Your Dragon: The Hidden World,Dean DeBlois,"Dean DeBlois, Cressida Cowell",2386490,3,0.0,2021,2010,PG,143253,7.4,"Animation, Action, Adventure"
How to Train Your Dragon: The Hidden World,Dean DeBlois,"Dean DeBlois, Cressida Cowell",2386490,2,0.0,2019,2010,PG,143253,7.4,"Animation, Action, Adventure"
Enough Said,Nicole Holofcener,Nicole Holofcener,2390361,3,0.0,2013,2010,PG-13,65245,7,"Comedy, Drama, Romance"
Carol,Todd Haynes,"Phyllis Nagy, Patricia Highsmith",2402927,3,0.0,2015,2010,R,137780,7.2,"Drama, Romance"
V/H/S/2,"Simon Barrett, Jason Eisener, Gareth Evans","Simon Barrett, Jamie Nash, Timo Tjahjanto",2450186,3,1.0,2014,2010,R,42915,6,"Horror, Thriller"
Paranormal Activity: The Marked Ones,Christopher Landon,"Christopher Landon, Oren Peli",2473682,2,1.0,2014,2010,R,44717,5,"Horror, Mystery"
Maidentrip,Jillian Schlesinger,N/A,2555268,3,0.0,2016,2010,Not Rated,3963,7.5,"Documentary, Adventure, Biography"
Mt. Zion,Tearepa Kahi,Tearepa Kahi,2580928,1,0.0,2013,2010,N/A,266,6,Drama
Hell or High Water,David Mackenzie,Taylor Sheridan,2582782,1,0.0,2016,2010,R,244859,7.6,"Crime, Drama, Thriller"
Jug Face,Chad Crawford Kinkle,Chad Crawford Kinkle,2620736,3,0.0,2018,2010,R,7809,5.2,"Drama, Horror, Thriller"
Ben-Hur,Timur Bekmambetov,"Keith R. Clarke, John Ridley, Lew Wallace",2638144,1,0.0,2020,2010,PG-13,45801,5.7,"Action, Drama, Romance"
Locke,Steven Knight,Steven Knight,2692904,0,0.0,2014,2010,R,156789,7.1,Drama
Life Of Riley,Alain Resnais,"Alan Ayckbourn, Laurent Herbiet, Alain Resnais",2751390,2,0.0,2014,2010,Not Rated,1348,6,"Comedy, Drama, Romance"
Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?,Philippe de Chauveron,"Philippe de Chauveron, Guy Laurent",2800240,3,0.0,2014,2010,N/A,44566,7,Comedy
Saige Paints the Sky,Vince Marcello,"Jessica O'Toole, Amy Rardin, Jessica Haas",2818348,3,0.0,2013,2010,TV-G,518,5.8,"Adventure, Drama, Family"
Mike and Dave Need Wedding Dates,Jake Szymanski,"Andrew Jay Cohen, Brendan O'Brien",2823054,3,0.0,2016,2010,R,93333,6,"Comedy, Romance"
Feher isten,Kornél Mundruczó,"Kornél Mundruczó, Viktória Petrányi, Julie Kristine Sullivan",2844798,3,0.0,2015,2010,R,16887,6.9,"Adventure, Drama, Thriller"
Boy Meets Girl,Eric Schaeffer,Eric Schaeffer,3007302,3,0.0,2015,2010,R,4883,7.1,"Comedy, Drama, Romance"
Hardcore Henry,Ilya Naishuller,"Ilya Naishuller, Will Stewart",3072482,1,0.0,2016,2010,R,100131,6.7,"Action, Adventure, Sci-Fi"
"Zoran, il mio nipote scemo",Matteo Oleotto,"Daniela Gambaro, Matteo Oleotto, Marco Pettenello",3078718,0,0.0,2015,2010,N/A,957,6.5,"Comedy, Family"
Primero De Enero,Erika Bagnarello,Erika Bagnarello,3263732,3,1.0,2016,2010,Not Rated,49,6,"Drama, Family"
Sully,Clint Eastwood,"Todd Komarnicki, Chesley Sullenberger, Jeffrey Zaslow",3263904,1,0.0,2016,2010,PG-13,290715,7.4,"Biography, Drama"
My Name Is Emily,Simon Fitzmaurice,Simon Fitzmaurice,3319018,3,0.0,2020,2010,N/A,1188,6.5,Drama
Murder on the Orient Express,Kenneth Branagh,"Michael Green, Agatha Christie",3402236,3,1.0,2017,2010,PG-13,279794,6.5,"Crime, Drama, Mystery"
Sing,"Garth Jennings, Christophe Lourdelet",Garth Jennings,3470600,3,1.0,2016,2010,PG,183641,7.1,"Animation, Comedy, Family"
Barbie: The Pearl Princess,Ezekiel Norton,"Cydne Clark, Steve Granat",3504064,3,0.0,2014,2010,TV-Y,998,6.3,"Animation, Family"
"Disaster Artist, The",James Franco,"Scott Neustadter, Michael H. Weber, Greg Sestero",3521126,3,0.0,2017,2010,R,161038,7.3,"Biography, Comedy, Drama"
12 Dog Days Till Christmas,Charlie Vaughn,"Jake Helgren, Bret Kofford, Elizabeth Snoderly",3579698,3,0.0,2022,2010,Unrated,526,4.7,"Comedy, Drama, Family"
"Sin Seer, The",Paul D. Hannah,Paul D. Hannah,3605262,3,0.0,2016,2010,Not Rated,294,3.7,"Drama, Thriller"
Papertowns,Jake Schreier,"Scott Neustadter, Michael H. Weber, John Green",3622592,2,0.0,2015,2010,PG-13,106612,6.2,"Adventure, Comedy, Drama"
